NAME_FAMILY_STATUS,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,FLAG_OWN_CAR,FLAG_OWN_REALTY,AMT_INCOME_TOTAL,NAME_EDUCATION_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,CNT_CHILDREN,CNT_FAM_MEMBERS,TARGET
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
0,0,0,0,0,1,297000,1,-15519,-3234,0,1,1
4,0,1,0,0,0,157500,3,-13642,-4846,0,2,1
4,0,1,0,0,0,157500,3,-13642,-4846,0,2,1
4,0,1,0,0,0,157500,3,-13642,-4846,0,2,1
4,0,1,0,0,0,157500,3,-13642,-4846,0,2,1
4,0,0,0,0,1,225000,1,-10321,-2808,1,3,1
4,0,0,0,0,1,225000,1,-10321,-2808,1,3,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,0,0,1,1,135000,1,-17785,-1712,0,2,1
4,0,1,0,0,1,157500,1,-16027,-889,0,2,1
4,0,1,0,0,1,157500,1,-16027,-889,0,2,1
4,0,1,0,0,1,157500,1,-16027,-889,0,2,1
4,0,1,0,0,1,157500,1,-16027,-889,0,2,1
4,0,1,0,1,1,112500,1,-20874,-2381,0,2,1
2,1,1,0,1,1,270000,1,-16582,-1194,0,1,1
2,1,1,0,1,1,270000,1,-16582,-1194,0,1,1
2,1,1,0,1,1,270000,1,-16582,-1194,0,1,1
2,1,1,0,1,1,270000,1,-16582,-1194,0,1,1
2,1,1,0,1,1,270000,1,-16582,-1194,0,1,1
2,1,1,0,1,1,270000,1,-16582,-1194,0,1,1
4,0,0,0,1,1,157500,1,-9927,-828,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,1,1,0,0,1,166500,1,-18926,-6276,0,2,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,0,1,216000,3,-15444,-3112,2,4,1
4,0,0,1,1,1,270000,1,-19861,-10843,0,2,1
4,0,0,1,1,1,270000,1,-19861,-10843,0,2,1
4,0,0,0,1,1,225000,1,-14450,-2777,0,2,1
0,0,0,0,0,1,315000,1,-10554,-1194,0,1,1
0,0,0,0,0,1,315000,1,-10554,-1194,0,1,1
0,0,0,0,0,1,157500,1,-14326,-555,2,3,1
0,0,0,0,0,1,157500,1,-14326,-555,2,3,1
4,0,0,0,0,1,148500,3,-17641,-889,0,2,1
4,0,0,0,0,1,148500,3,-17641,-889,0,2,1
4,0,0,0,0,1,148500,3,-17641,-889,0,2,1
4,0,0,0,0,1,148500,3,-17641,-889,0,2,1
4,0,0,0,0,1,148500,3,-17641,-889,0,2,1
4,0,0,0,0,1,148500,3,-17641,-889,0,2,1
4,0,0,1,0,1,202500,3,-10997,-2289,2,4,1
4,0,0,1,0,1,202500,3,-10997,-2289,2,4,1
4,0,0,1,0,1,202500,3,-10997,-2289,2,4,1
4,0,0,1,0,1,202500,3,-10997,-2289,2,4,1
4,0,0,1,0,1,202500,3,-10997,-2289,2,4,1
0,1,0,0,0,1,202500,1,-8861,-889,0,1,1
0,1,0,0,0,1,202500,1,-8861,-889,0,1,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,0,0,1,1,315000,1,-10450,-2077,0,2,1
3,0,1,1,1,1,270000,2,-10264,-3173,0,2,1
3,0,1,1,1,1,270000,2,-10264,-3173,0,2,1
4,0,1,1,1,1,450000,3,-17726,-708,1,3,1
4,0,1,1,1,1,450000,3,-17726,-708,1,3,1
4,0,0,0,0,1,180000,1,-14122,-1286,1,3,1
3,0,0,1,0,1,112500,3,-10064,-3173,0,2,1
3,0,0,1,0,1,112500,3,-10064,-3173,0,2,1
3,0,0,1,0,1,112500,3,-10064,-3173,0,2,1
4,0,0,0,0,1,90000,1,-20531,-5730,0,2,1
4,0,0,0,1,0,202500,3,-14730,-2989,2,4,1
4,0,0,0,1,0,202500,3,-14730,-2989,2,4,1
4,0,0,0,1,1,247500,1,-12628,-4025,0,2,1
4,1,0,0,1,1,765000,3,-12197,-1194,1,3,1
4,1,0,0,1,1,765000,3,-12197,-1194,1,3,1
4,1,0,0,1,1,765000,3,-12197,-1194,1,3,1
4,0,0,1,0,1,270000,1,-13679,-4391,1,3,1
4,0,0,1,0,1,270000,1,-13679,-4391,1,3,1
4,0,0,1,0,1,270000,1,-13679,-4391,1,3,1
2,0,0,0,0,1,315000,3,-13271,-555,0,1,1
2,0,0,0,0,1,315000,3,-13271,-555,0,1,1
4,0,1,0,1,1,157500,1,-12859,-4056,2,4,1
4,0,1,0,1,1,157500,1,-12859,-4056,2,4,1
4,0,0,0,0,1,360000,1,-15321,-2747,0,2,1
4,0,0,0,0,1,360000,1,-15321,-2747,0,2,1
4,0,0,1,0,1,112500,3,-8842,-312,0,2,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
2,0,0,0,0,0,157500,3,-15737,-432,0,1,1
3,1,1,0,0,0,135000,1,-9657,-1560,0,2,1
3,1,1,0,0,0,135000,1,-9657,-1560,0,2,1
4,1,1,0,1,0,315000,3,-15825,-3720,0,2,1
4,1,1,0,1,0,315000,3,-15825,-3720,0,2,1
4,1,1,0,1,0,315000,3,-15825,-3720,0,2,1
4,1,1,0,1,0,315000,3,-15825,-3720,0,2,1
4,1,1,0,1,0,315000,3,-15825,-3720,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,0,0,0,0,180000,1,-19575,-2901,0,2,1
4,0,1,0,0,0,157500,1,-12915,-3174,0,2,1
4,0,1,0,0,0,157500,1,-12915,-3174,0,2,1
4,0,1,0,0,0,157500,1,-12915,-3174,0,2,1
4,0,1,0,0,0,157500,1,-12915,-3174,0,2,1
4,0,1,0,0,0,157500,1,-12915,-3174,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,0,0,0,1,0,229500,2,-18325,-1256,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,270000,3,-17573,-5792,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,292500,1,-20953,-8684,0,2,1
4,1,1,0,0,0,270000,3,-12333,-860,0,2,1
4,1,1,0,0,0,270000,3,-12333,-860,0,2,1
4,1,1,0,0,0,270000,3,-12333,-860,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,1,0,0,1,0,225000,1,-14667,-798,0,2,1
4,0,1,0,1,0,157500,2,-10611,-982,0,2,1
4,0,1,0,1,0,157500,2,-10611,-982,0,2,1
4,0,1,0,1,0,157500,2,-10611,-982,0,2,1
4,0,1,0,1,0,157500,2,-10611,-982,0,2,1
2,0,1,0,0,0,74250,3,-19082,-5243,0,1,1
2,0,1,0,0,0,74250,3,-19082,-5243,0,1,1
4,0,1,0,0,0,135000,1,-14201,-2139,0,2,1
4,0,1,0,0,0,135000,1,-14201,-2139,0,2,1
4,1,0,0,1,0,135000,1,-9957,-921,1,3,1
4,1,0,0,1,0,135000,1,-9957,-921,1,3,1
4,1,0,0,1,0,135000,1,-9957,-921,1,3,1
4,1,0,0,1,0,135000,1,-9957,-921,1,3,1
4,1,0,0,1,0,135000,1,-9957,-921,1,3,1
0,0,0,0,0,0,144000,1,-15970,-8987,0,1,1
0,0,0,0,0,0,144000,1,-15970,-8987,0,1,1
0,0,0,0,0,0,144000,1,-15970,-8987,0,1,1
4,0,1,0,0,0,202500,3,-14562,-1287,0,2,1
4,0,1,0,0,0,202500,3,-14562,-1287,0,2,1
4,0,1,0,0,0,202500,3,-14562,-1287,0,2,1
4,0,1,0,0,0,202500,3,-14562,-1287,0,2,1
4,1,1,0,1,0,337500,3,-10266,-1652,0,2,1
4,1,1,0,1,0,337500,3,-10266,-1652,0,2,1
4,1,1,0,1,0,337500,3,-10266,-1652,0,2,1
4,1,1,0,1,0,337500,3,-10266,-1652,0,2,1
4,1,1,0,1,0,337500,3,-10266,-1652,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
4,0,1,0,0,0,180000,1,-14781,-2443,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
3,0,1,0,0,0,130500,1,-15140,-4816,0,2,1
0,0,1,0,0,0,193500,1,-16099,-1866,0,1,1
0,0,1,0,0,0,193500,1,-16099,-1866,0,1,1
0,0,1,0,0,0,193500,1,-16099,-1866,0,1,1
0,0,1,0,0,0,193500,1,-16099,-1866,0,1,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
4,0,1,0,1,0,267750,3,-20991,-4727,0,2,1
2,0,0,0,0,0,139500,3,-16203,-7100,0,1,1
2,0,0,0,0,0,139500,3,-16203,-7100,0,1,1
2,0,0,0,0,0,139500,3,-16203,-7100,0,1,1
4,1,1,0,0,0,67500,1,-18674,-5304,0,2,1
4,1,1,0,0,0,67500,1,-18674,-5304,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,0,0,1,0,252000,1,-10750,-2443,0,2,1
4,0,1,0,0,0,180000,0,-21155,-130,0,2,1
4,0,1,0,0,0,180000,0,-21155,-130,0,2,1
4,1,1,0,0,0,135000,1,-19692,-5273,0,2,1
0,0,0,0,1,0,900000,3,-19063,-7404,0,1,1
0,0,0,0,1,0,900000,3,-19063,-7404,0,1,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
3,1,0,0,1,0,180000,3,-14867,-586,0,2,1
4,1,0,1,0,0,225000,3,-11281,-1744,2,4,1
4,1,0,0,1,0,135000,1,-9430,-1195,1,3,1
4,1,0,0,1,0,135000,1,-9430,-1195,1,3,1
4,1,0,0,1,0,135000,1,-9430,-1195,1,3,1
4,1,0,0,1,0,135000,1,-9430,-1195,1,3,1
4,0,1,0,0,0,450000,3,-14718,-5578,0,2,1
4,0,1,0,0,0,450000,3,-14718,-5578,0,2,1
4,0,1,0,0,0,450000,3,-14718,-5578,0,2,1
0,0,0,0,0,0,279000,3,-11042,-3174,0,1,1
0,0,0,0,0,0,279000,3,-11042,-3174,0,1,1
0,0,0,0,0,0,279000,3,-11042,-3174,0,1,1
0,0,0,0,0,0,279000,3,-11042,-3174,0,1,1
0,0,0,0,0,0,279000,3,-11042,-3174,0,1,1
0,0,0,0,0,0,279000,3,-11042,-3174,0,1,1
3,1,0,0,0,0,76500,3,-12506,-495,1,3,1
3,1,0,0,0,0,76500,3,-12506,-495,1,3,1
3,1,0,0,0,0,76500,3,-12506,-495,1,3,1
3,1,0,0,0,0,76500,3,-12506,-495,1,3,1
3,1,0,0,0,0,76500,3,-12506,-495,1,3,1
3,1,0,0,0,0,76500,3,-12506,-495,1,3,1
4,1,1,0,0,0,202500,1,-20604,-252,0,2,1
4,1,1,0,0,0,202500,1,-20604,-252,0,2,1
4,0,1,0,0,0,67500,3,-10331,-433,2,4,1
4,1,1,0,0,0,234000,2,-13923,-2290,0,2,1
4,1,1,0,0,0,234000,2,-13923,-2290,0,2,1
0,1,1,0,0,0,90000,1,-19304,-464,0,1,1
0,1,1,0,0,0,90000,1,-19304,-464,0,1,1
0,1,1,0,0,0,90000,1,-19304,-464,0,1,1
0,1,1,0,0,0,90000,1,-19304,-464,0,1,1
0,1,1,0,0,0,90000,1,-19304,-464,0,1,1
0,1,1,0,0,0,90000,1,-19304,-464,0,1,1
3,0,0,0,0,0,81000,1,-19569,-1013,0,2,1
0,1,0,0,0,0,108000,1,-8182,-1317,0,1,1
0,1,0,0,0,0,108000,1,-8182,-1317,0,1,1
0,1,0,0,0,0,198000,1,-8657,-1164,0,1,1
0,1,0,0,0,0,198000,1,-8657,-1164,0,1,1
4,1,1,0,1,0,360000,3,-14835,-1195,0,2,1
4,0,1,0,0,0,90000,1,-9489,-1682,0,2,1
4,0,1,0,0,0,90000,1,-9489,-1682,0,2,1
4,0,1,0,0,0,90000,1,-9489,-1682,0,2,1
4,0,1,0,0,0,90000,1,-9489,-1682,0,2,1
3,1,0,0,1,0,270000,2,-13855,-739,0,2,1
4,1,0,0,1,0,81000,1,-14435,-3386,0,2,1
4,1,0,0,1,0,81000,1,-14435,-3386,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,0,1,0,0,0,202500,3,-17274,-1348,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,1,1,0,0,0,157500,1,-19702,-9870,0,2,1
4,0,1,0,0,0,180000,3,-13241,-4451,0,2,1
4,0,1,0,0,0,180000,3,-13241,-4451,0,2,1
4,0,1,0,0,0,180000,3,-13241,-4451,0,2,1
4,0,0,0,0,0,135000,1,-12130,-798,0,2,1
4,0,0,0,0,0,135000,1,-12130,-798,0,2,1
4,0,0,0,0,0,135000,1,-9736,-2870,2,4,1
4,0,0,0,0,0,135000,1,-9736,-2870,2,4,1
4,1,1,0,1,0,135000,1,-16196,-6218,0,2,1
4,1,1,0,1,0,135000,1,-16196,-6218,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,1,0,1,1,0,270000,1,-11706,-1164,0,2,1
4,0,1,0,0,0,202500,3,-16100,-4939,0,2,1
4,0,1,0,0,0,202500,3,-16100,-4939,0,2,1
4,0,1,0,0,0,202500,3,-16100,-4939,0,2,1
4,0,1,0,0,0,202500,3,-16100,-4939,0,2,1
4,0,0,0,0,0,157500,2,-16888,-2687,0,2,1
4,0,0,0,0,0,157500,2,-16888,-2687,0,2,1
